"Time (s)","Magnetic Field x (µT)","Magnetic Field y (µT)","Magnetic Field z (µT)","Absolute field (µT)"
1.344180881E1,3.918000031E1,-1.565999985E1,3.347999954E1,5.386295934E1
1.344977390E1,3.936000061E1,-1.553999996E1,3.377999878E1,5.414600229E1
1.345770847E1,3.893999863E1,-1.529999924E1,3.365999985E1,5.369738410E1
1.346564304E1,3.923999786E1,-1.565999985E1,3.377999878E1,5.409345011E1
1.347354709E1,3.870000076E1,-1.589999962E1,3.359999847E1,5.366059955E1
1.348145114E1,3.887999725E1,-1.565999985E1,3.371999741E1,5.379524149E1
1.348941623E1,3.941999817E1,-1.602000046E1,3.431999969E1,5.466661732E1
1.349735080E1,3.905999756E1,-1.583999920E1,3.438000107E1,5.439277027E1
1.350531589E1,3.965999985E1,-1.607999992E1,3.486000061E1,5.519693495E1
1.351321994E1,3.965999985E1,-1.613999939E1,3.473999786E1,5.513875787E1
1.352112400E1,3.936000061E1,-1.607999992E1,3.455999756E1,5.479205669E1
1.352908908E1,4.002000046E1,-1.619999886E1,3.455999756E1,5.530310869E1
1.353702365E1,3.995999908E1,-1.596000004E1,3.402000046E1,5.485329123E1
1.354495822E1,3.977999878E1,-1.602000046E1,3.402000046E1,5.473983146E1
1.355277072E1,4.013999939E1,-1.602000046E1,3.359999847E1,5.474321751E1
1.356067478E1,3.959999847E1,-1.589999962E1,3.347999954E1,5.423910247E1
1.356867038E1,3.995999908E1,-1.589999962E1,3.389999771E1,5.476149523E1
1.357663547E1,4.013999939E1,-1.607999992E1,3.329999924E1,5.457724707E1
1.358457004E1,3.984000015E1,-1.589999962E1,3.359999847E1,5.448848959E1
1.359247409E1,3.977999878E1,-1.589999962E1,3.359999847E1,5.444463415E1
1.360037815E1,3.918000031E1,-1.596000004E1,3.341999817E1,5.391373019E1
1.360837375E1,3.936000061E1,-1.589999962E1,3.402000046E1,5.440018444E1
1.361630832E1,3.954000092E1,-1.542000008E1,3.359999847E1,5.413084123E1
1.362424289E1,3.971999741E1,-1.535999966E1,3.347999954E1,5.417119302E1
1.363214694E1,3.989999771E1,-1.505999947E1,3.359999847E1,5.429340014E1
1.364008152E1,4.007999802E1,-1.457999992E1,3.347999954E1,5.422078022E1
1.364804660E1,3.995999908E1,-1.475999928E1,3.347999954E1,5.418089585E1
1.365595066E1,4.007999802E1,-1.463999939E1,3.395999908E1,5.453455199E1
1.366391574E1,3.971999741E1,-1.488000011E1,3.402000046E1,5.437327495E1
1.367175876E1,3.911999893E1,-1.523999977E1,3.420000076E1,5.415045671E1
1.367966281E1,3.936000061E1,-1.565999985E1,3.468000031E1,5.474621142E1
1.368765842E1,3.900000000E1,-1.607999992E1,3.479999924E1,5.468643657E1
1.369556247E1,3.954000092E1,-1.668000031E1,3.491999817E1,5.532666947E1
1.370352756E1,3.989999771E1,-1.715999985E1,3.479999924E1,5.565532642E1
1.371137058E1,3.971999741E1,-1.721999931E1,3.486000061E1,5.558260711E1
1.371930515E1,3.965999985E1,-1.703999901E1,3.504000092E1,5.559747133E1
1.372730075E1,3.959999847E1,-1.668000031E1,3.521999741E1,5.555925221E1
1.373526584E1,3.947999954E1,-1.602000046E1,3.527999878E1,5.531716815E1
1.374316989E1,3.971999741E1,-1.583999920E1,3.486000061E1,5.517067528E1
1.375104343E1,3.977999878E1,-1.559999943E1,3.468000031E1,5.503190626E1
1.375900852E1,4.013999939E1,-1.547999954E1,3.425999832E1,5.499634008E1
1.376697360E1,4.007999802E1,-1.542000008E1,3.450000000E1,5.508568456E1
1.377490818E1,3.989999771E1,-1.565999985E1,3.473999786E1,5.517347972E1
1.378284275E1,4.013999939E1,-1.577999973E1,3.402000046E1,5.493258026E1
1.379071628E1,3.984000015E1,-1.565999985E1,3.402000046E1,5.467926150E1
1.379862033E1,4.025999832E1,-1.596000004E1,3.377999878E1,5.492428774E1
1.380664646E1,4.025999832E1,-1.607999992E1,3.377999878E1,5.495927747E1
1.381455051E1,4.025999832E1,-1.619999886E1,3.425999832E1,5.529064037E1
1.382251560E1,4.043999863E1,-1.631999969E1,3.431999969E1,5.549412814E1
1.383038913E1,4.031999969E1,-1.631999969E1,3.431999969E1,5.540674277E1
1.383829319E1,3.984000015E1,-1.607999992E1,3.438000107E1,5.502523497E1
1.384628879E1,4.002000046E1,-1.619999886E1,3.413999939E1,5.504162023E1
1.385422336E1,4.002000046E1,-1.613999939E1,3.407999802E1,5.498678279E1
1.386221897E1,4.002000046E1,-1.607999992E1,3.425999832E1,5.508097965E1
1.387003147E1,4.037999725E1,-1.626000023E1,3.384000015E1,5.513689687E1
1.387796604E1,4.007999802E1,-1.626000023E1,3.431999969E1,5.521463780E1
1.388593112E1,3.995999908E1,-1.626000023E1,3.443999863E1,5.520237893E1
1.389389621E1,3.947999954E1,-1.655999947E1,3.395999908E1,5.464600154E1
1.390186130E1,4.002000046E1,-1.626000023E1,3.431999969E1,5.517110134E1
1.390976535E1,4.013999939E1,-1.631999969E1,3.420000076E1,5.520146731E1
1.391769992E1,4.025999832E1,-1.626000023E1,3.384000015E1,5.504907522E1
1.392566501E1,4.020000076E1,-1.583999920E1,3.389999771E1,5.491953642E1
1.393356906E1,3.965999985E1,-1.571999931E1,3.371999741E1,5.437896828E1
1.394153415E1,3.971999741E1,-1.571999931E1,3.365999985E1,5.438558782E1
1.394940769E1,3.918000031E1,-1.577999973E1,3.341999817E1,5.386071939E1
1.395731174E1,3.965999985E1,-1.619999886E1,3.365999985E1,5.448257649E1
1.396530735E1,3.971999741E1,-1.655999947E1,3.329999924E1,5.441324954E1
1.397321140E1,3.977999878E1,-1.613999939E1,3.293999863E1,5.411091750E1
1.398117649E1,3.984000015E1,-1.596000004E1,3.323999786E1,5.428484753E1
1.398901950E1,3.977999878E1,-1.571999931E1,3.354000092E1,5.435529728E1
1.399695407E1,3.995999908E1,-1.547999954E1,3.384000015E1,5.460382334E1
1.400491916E1,3.989999771E1,-1.571999931E1,3.420000076E1,5.485224014E1
1.401285373E1,4.020000076E1,-1.547999954E1,3.431999969E1,5.507751652E1
1.402081882E1,4.025999832E1,-1.571999931E1,3.425999832E1,5.515191137E1
1.402863132E1,3.995999908E1,-1.571999931E1,3.438000107E1,5.500822101E1
1.403656589E1,4.020000076E1,-1.559999943E1,3.450000000E1,5.522363664E1
1.404456150E1,3.995999908E1,-1.565999985E1,3.438000107E1,5.499110469E1
1.405249607E1,3.977999878E1,-1.535999966E1,3.402000046E1,5.455032835E1
1.406046115E1,3.971999741E1,-1.500000000E1,3.384000015E1,5.429386525E1
1.406836521E1,3.918000031E1,-1.517999935E1,3.336000061E1,5.365067050E1
1.407629978E1,3.929999924E1,-1.493999958E1,3.354000092E1,5.378313108E1
1.408426487E1,3.936000061E1,-1.523999977E1,3.354000092E1,5.391102765E1
1.409219944E1,3.965999985E1,-1.565999985E1,3.377999878E1,5.439889246E1
1.410016452E1,3.989999771E1,-1.602000046E1,3.425999832E1,5.497633779E1
1.410800754E1,4.050000000E1,-1.637999916E1,3.402000046E1,5.537070348E1
1.411591159E1,4.025999832E1,-1.637999916E1,3.377999878E1,5.504779882E1
1.412390720E1,4.050000000E1,-1.650000000E1,3.359999847E1,5.514943243E1
1.413181125E1,4.020000076E1,-1.607999992E1,3.347999954E1,5.473131488E1
1.413977634E1,3.929999924E1,-1.602000046E1,3.402000046E1,5.439201031E1
1.414761936E1,3.929999924E1,-1.596000004E1,3.413999939E1,5.444952800E1
1.415552341E1,3.923999786E1,-1.571999931E1,3.402000046E1,5.426100111E1
1.416351902E1,3.911999893E1,-1.583999920E1,3.407999802E1,5.424689997E1
1.417145359E1,3.936000061E1,-1.619999886E1,3.395999908E1,5.445118134E1
1.417941867E1,3.954000092E1,-1.644000053E1,3.402000046E1,5.469045366E1
1.418729221E1,3.959999847E1,-1.679999924E1,3.443999863E1,5.510456750E1
1.419519626E1,3.954000092E1,-1.697999954E1,3.486000061E1,5.538006590E1
1.420319187E1,3.936000061E1,-1.679999924E1,3.479999924E1,5.515876693E1
1.421115696E1,3.941999817E1,-1.637999916E1,3.473999786E1,5.503733351E1
1.421912204E1,3.936000061E1,-1.613999939E1,3.450000000E1,5.477188356E1
1.422699558E1,3.941999817E1,-1.571999931E1,3.365999985E1,5.416687386E1
1.423493015E1,4.002000046E1,-1.565999985E1,3.354000092E1,5.451392201E1
1.424292575E1,3.989999771E1,-1.596000004E1,3.318000031E1,5.429220790E1
1.425079929E1,3.965999985E1,-1.596000004E1,3.293999863E1,5.396925698E1
1.425873386E1,3.947999954E1,-1.613999939E1,3.305999756E1,5.396418611E1
1.426663791E1,3.954000092E1,-1.613999939E1,3.305999756E1,5.400809839E1
1.427454197E1,3.947999954E1,-1.613999939E1,3.341999817E1,5.418547981E1
1.428253757E1,3.954000092E1,-1.602000046E1,3.389999771E1,5.449093440E1
1.429044162E1,3.989999771E1,-1.613999939E1,3.420000076E1,5.497407980E1
1.429837619E1,3.947999954E1,-1.637999916E1,3.384000015E1,5.451715644E1
1.430624973E1,3.947999954E1,-1.626000023E1,3.384000015E1,5.448122228E1
1.431415378E1,3.936000061E1,-1.655999947E1,3.365999985E1,5.437314429E1
1.432214939E1,3.941999817E1,-1.637999916E1,3.371999741E1,5.439925416E1
1.433008396E1,3.941999817E1,-1.565999985E1,3.425999832E1,5.452448382E1
1.433804905E1,3.936000061E1,-1.553999996E1,3.468000031E1,5.471200662E1
1.434592258E1,3.923999786E1,-1.559999943E1,3.455999756E1,5.456675587E1
1.435382663E1,3.936000061E1,-1.553999996E1,3.425999832E1,5.444675134E1
1.436179172E1,3.977999878E1,-1.589999962E1,3.389999771E1,5.463028588E1
1.436969577E1,3.995999908E1,-1.626000023E1,3.347999954E1,5.460860284E1
1.437763034E1,4.037999725E1,-1.602000046E1,3.354000092E1,5.488275006E1
1.438553440E1,3.995999908E1,-1.607999992E1,3.395999908E1,5.485115735E1
1.439346897E1,3.971999741E1,-1.607999992E1,3.413999939E1,5.478854031E1
1.440143406E1,3.936000061E1,-1.596000004E1,3.455999756E1,5.475696011E1
1.440933811E1,3.923999786E1,-1.655999947E1,3.438000107E1,5.473568752E1
1.441730320E1,3.929999924E1,-1.661999893E1,3.407999802E1,5.460916195E1
1.442517673E1,3.905999756E1,-1.679999924E1,3.431999969E1,5.464234404E1
1.443308078E1,3.965999985E1,-1.650000000E1,3.371999741E1,5.460955789E1
1.444107639E1,3.959999847E1,-1.589999962E1,3.395999908E1,5.453669778E1
1.444901096E1,3.984000015E1,-1.571999931E1,3.395999908E1,5.465917607E1
1.445694553E1,4.020000076E1,-1.577999973E1,3.395999908E1,5.493933009E1
1.446484958E1,4.007999802E1,-1.565999985E1,3.407999802E1,5.489160319E1
1.447275364E1,3.989999771E1,-1.589999962E1,3.420000076E1,5.490409691E1
1.448071872E1,4.020000076E1,-1.571999931E1,3.473999786E1,5.540781435E1
1.448865329E1,4.002000046E1,-1.583999920E1,3.443999863E1,5.512367474E1
1.449661838E1,3.965999985E1,-1.559999943E1,3.443999863E1,5.479406059E1
1.450443088E1,3.959999847E1,-1.553999996E1,3.413999939E1,5.454531177E1
1.451233493E1,3.936000061E1,-1.583999920E1,3.359999847E1,5.412093052E1
1.452033054E1,3.929999924E1,-1.577999973E1,3.354000092E1,5.402249525E1
1.452823459E1,3.947999954E1,-1.571999931E1,3.341999817E1,5.406186290E1
1.453619968E1,3.989999771E1,-1.553999996E1,3.336000061E1,5.428066927E1
1.454404270E1,3.989999771E1,-1.565999985E1,3.329999924E1,5.427831392E1
1.455197727E1,3.984000015E1,-1.547999954E1,3.341999817E1,5.425635701E1
1.455997287E1,3.989999771E1,-1.542000008E1,3.359999847E1,5.439435740E1
1.456790744E1,3.971999741E1,-1.547999954E1,3.359999847E1,5.427954013E1
1.457587253E1,3.959999847E1,-1.553999996E1,3.354000092E1,5.417179284E1
1.458377658E1,3.923999786E1,-1.577999973E1,3.341999817E1,5.390437924E1
1.459171115E1,3.918000031E1,-1.631999969E1,3.347999954E1,5.405853479E1
1.459967624E1,3.911999893E1,-1.583999920E1,3.341999817E1,5.383471156E1
1.460758030E1,3.923999786E1,-1.559999943E1,3.365999985E1,5.400123151E1
1.461551487E1,3.984000015E1,-1.553999996E1,3.395999908E1,5.460768031E1
1.462338840E1,3.971999741E1,-1.559999943E1,3.431999969E1,5.476221832E1
1.463132297E1,3.954000092E1,-1.619999886E1,3.461999893E1,5.499450847E1
1.463931858E1,3.965999985E1,-1.644000053E1,3.468000031E1,5.518959709E1
1.464725315E1,3.936000061E1,-1.631999969E1,3.443999863E1,5.478745790E1
1.465521823E1,3.954000092E1,-1.571999931E1,3.402000046E1,5.447834874E1
1.466309177E1,3.941999817E1,-1.583999920E1,3.365999985E1,5.420182119E1
1.467102634E1,3.905999756E1,-1.613999939E1,3.347999954E1,5.391746803E1
1.467899143E1,3.887999725E1,-1.602000046E1,3.336000061E1,5.367666385E1
1.468692600E1,3.893999863E1,-1.613999939E1,3.359999847E1,5.390531487E1
1.469483005E1,3.900000000E1,-1.631999969E1,3.384000015E1,5.415245147E1
1.470273410E1,3.959999847E1,-1.607999992E1,3.420000076E1,5.473907497E1
1.471063816E1,3.959999847E1,-1.607999992E1,3.384000015E1,5.451487767E1
1.471863376E1,3.989999771E1,-1.650000000E1,3.365999985E1,5.474719543E1
1.472656833E1,4.043999863E1,-1.602000046E1,3.354000092E1,5.492691112E1
1.473453342E1,4.007999802E1,-1.577999973E1,3.341999817E1,5.451890415E1
1.474237644E1,4.037999725E1,-1.553999996E1,3.395999908E1,5.500288460E1
1.475034153E1,4.007999802E1,-1.523999977E1,3.402000046E1,5.473595039E1
1.475830661E1,3.959999847E1,-1.505999947E1,3.371999741E1,5.414796107E1
1.476624118E1,3.959999847E1,-1.505999947E1,3.318000031E1,5.381334299E1
1.477420627E1,3.971999741E1,-1.505999947E1,3.341999817E1,5.404977387E1
1.478204929E1,3.947999954E1,-1.500000000E1,3.347999954E1,5.389416233E1
1.478998386E1,3.984000015E1,-1.493999958E1,3.395999908E1,5.443997371E1
1.479797947E1,3.959999847E1,-1.475999928E1,3.413999939E1,5.432823406E1
1.480591404E1,3.923999786E1,-1.517999935E1,3.395999908E1,5.406931986E1
1.481387912E1,3.965999985E1,-1.517999935E1,3.377999878E1,5.426266014E1
1.482175266E1,3.929999924E1,-1.577999973E1,3.371999741E1,5.413443042E1
1.482971775E1,3.959999847E1,-1.589999962E1,3.384000015E1,5.446205539E1
1.483768283E1,3.995999908E1,-1.559999943E1,3.354000092E1,5.445266908E1
1.484558689E1,4.037999725E1,-1.559999943E1,3.341999817E1,5.468821114E1
1.485355197E1,4.055999756E1,-1.542000008E1,3.354000092E1,5.484360916E1
1.486142551E1,4.031999969E1,-1.559999943E1,3.384000015E1,5.490180296E1
1.486936008E1,3.977999878E1,-1.607999992E1,3.425999832E1,5.490685008E1
1.487735569E1,3.893999863E1,-1.619999886E1,3.443999863E1,5.445068375E1
1.488529026E1,3.954000092E1,-1.613999939E1,3.389999771E1,5.452633398E1
1.489319431E1,3.959999847E1,-1.626000023E1,3.384000015E1,5.456824257E1
1.490109836E1,3.971999741E1,-1.565999985E1,3.365999985E1,5.436827548E1
1.490900241E1,4.020000076E1,-1.565999985E1,3.371999741E1,5.475686150E1
1.491696750E1,3.989999771E1,-1.529999924E1,3.365999985E1,5.439756781E1
1.492490207E1,4.013999939E1,-1.493999958E1,3.341999817E1,5.432604731E1
1.493280612E1,4.037999725E1,-1.511999989E1,3.347999954E1,5.459000773E1
1.494067966E1,3.989999771E1,-1.517999935E1,3.377999878E1,5.443831845E1
1.494861423E1,3.971999741E1,-1.535999966E1,3.420000076E1,5.461911603E1
1.495660984E1,3.965999985E1,-1.547999954E1,3.431999969E1,5.468462629E1
1.496451389E1,3.918000031E1,-1.565999985E1,3.389999771E1,5.412502068E1
1.497250949E1,3.936000061E1,-1.607999992E1,3.395999908E1,5.441560055E1
1.498035251E1,3.954000092E1,-1.589999962E1,3.384000015E1,5.441844605E1
1.498825656E1,3.971999741E1,-1.619999886E1,3.413999939E1,5.482387906E1
1.499625217E1,4.002000046E1,-1.619999886E1,3.438000107E1,5.519080424E1
1.500415622E1,3.989999771E1,-1.596000004E1,3.420000076E1,5.492150281E1
1.501212131E1,3.984000015E1,-1.626000023E1,3.402000046E1,5.485411243E1
1.501996433E1,3.965999985E1,-1.631999969E1,3.384000015E1,5.462969511E1
1.502789890E1,3.959999847E1,-1.607999992E1,3.389999771E1,5.455214131E1
1.503586399E1,3.977999878E1,-1.583999920E1,3.371999741E1,5.450130368E1
1.504379856E1,3.977999878E1,-1.529999924E1,3.365999985E1,5.430961121E1
1.505176364E1,3.965999985E1,-1.517999935E1,3.341999817E1,5.403928428E1
1.505966770E1,3.965999985E1,-1.535999966E1,3.329999924E1,5.401606360E1
1.506760227E1,3.995999908E1,-1.529999924E1,3.354000092E1,5.436748261E1
1.507556736E1,4.013999939E1,-1.589999962E1,3.354000092E1,5.467139289E1
1.508347141E1,4.061999893E1,-1.547999954E1,3.377999878E1,5.505182119E1
1.509140598E1,4.043999863E1,-1.535999966E1,3.395999908E1,5.499640548E1
1.509927951E1,4.037999725E1,-1.529999924E1,3.359999847E1,5.471374647E1
1.510721408E1,4.020000076E1,-1.475999928E1,3.377999878E1,5.454343185E1
1.511517917E1,4.013999939E1,-1.493999958E1,3.402000046E1,5.469719892E1
1.512308322E1,4.043999863E1,-1.481999969E1,3.420000076E1,5.499696293E1
1.513104831E1,4.025999832E1,-1.500000000E1,3.431999969E1,5.498845191E1
1.513895237E1,4.050000000E1,-1.542000008E1,3.473999786E1,5.554182077E1
1.514688694E1,4.050000000E1,-1.577999973E1,3.473999786E1,5.564284180E1
1.515485202E1,4.025999832E1,-1.602000046E1,3.450000000E1,5.538734404E1
1.516275608E1,4.002000046E1,-1.613999939E1,3.468000031E1,5.536065785E1
1.517072116E1,3.995999908E1,-1.596000004E1,3.420000076E1,5.496510875E1
1.517856418E1,4.013999939E1,-1.596000004E1,3.389999771E1,5.491039061E1
1.518646823E1,4.068000031E1,-1.559999943E1,3.377999878E1,5.512994399E1
1.519449436E1,4.050000000E1,-1.583999920E1,3.389999771E1,5.513950870E1
1.520239841E1,4.007999802E1,-1.602000046E1,3.389999771E1,5.488402774E1
1.521033298E1,3.959999847E1,-1.613999939E1,3.413999939E1,5.471927465E1
1.521823703E1,3.941999817E1,-1.650000000E1,3.455999756E1,5.495980064E1
1.522617160E1,3.971999741E1,-1.613999939E1,3.455999756E1,5.506878613E1
1.523413669E1,3.971999741E1,-1.602000046E1,3.468000031E1,5.510917374E1
1.524204074E1,3.971999741E1,-1.596000004E1,3.402000046E1,5.467869993E1
1.524997531E1,3.929999924E1,-1.596000004E1,3.407999802E1,5.441192706E1
1.525784885E1,3.893999863E1,-1.613999939E1,3.438000107E1,5.439492207E1
1.526578342E1,3.941999817E1,-1.613999939E1,3.402000046E1,5.451418409E1
1.527377903E1,3.936000061E1,-1.596000004E1,3.450000000E1,5.471911229E1
1.528171360E1,3.965999985E1,-1.559999943E1,3.407999802E1,5.456850589E1
1.528967868E1,3.977999878E1,-1.559999943E1,3.329999924E1,5.417285514E1
1.529755222E1,3.918000031E1,-1.553999996E1,3.293999863E1,5.349399529E1
1.530548679E1,3.923999786E1,-1.565999985E1,3.270000076E1,5.342567807E1
1.531348239E1,3.923999786E1,-1.565999985E1,3.245999908E1,5.327911944E1
1.532144748E1,3.936000061E1,-1.517999935E1,3.275999832E1,5.341216639E1
1.532935154E1,3.959999847E1,-1.553999996E1,3.329999924E1,5.402352661E1
1.533725559E1,3.959999847E1,-1.565999985E1,3.341999817E1,5.413216929E1
1.534515964E1,3.947999954E1,-1.553999996E1,3.365999985E1,5.415863322E1
1.535312473E1,3.954000092E1,-1.631999969E1,3.384000015E1,5.454264087E1
1.536105930E1,3.984000015E1,-1.583999920E1,3.395999908E1,5.469380883E1
1.536899387E1,3.995999908E1,-1.559999943E1,3.371999741E1,5.456372178E1
1.537683689E1,4.025999832E1,-1.596000004E1,3.384000015E1,5.496121065E1
1.538474094E1,3.989999771E1,-1.542000008E1,3.468000031E1,5.506803647E1
1.539276706E1,3.954000092E1,-1.559999943E1,3.521999741E1,5.520162925E1
1.540067112E1,3.959999847E1,-1.542000008E1,3.600000000E1,5.569502924E1
1.540863620E1,3.954000092E1,-1.529999924E1,3.684000015E1,5.616660271E1
1.541650974E1,3.984000015E1,-1.542000008E1,3.647999954E1,5.617643973E1
1.542444431E1,3.989999771E1,-1.542000008E1,3.636000061E1,5.614121360E1
1.543243991E1,4.002000046E1,-1.559999943E1,3.677999878E1,5.654846354E1
1.544037448E1,3.984000015E1,-1.559999943E1,3.636000061E1,5.614833247E1
1.544837009E1,3.965999985E1,-1.542000008E1,3.563999939E1,5.550586948E1
1.545618259E1,3.971999741E1,-1.547999954E1,3.515999985E1,5.525879269E1
1.546411716E1,3.929999924E1,-1.553999996E1,3.407999802E1,5.429021831E1
1.547214328E1,3.905999756E1,-1.547999954E1,3.371999741E1,5.387348160E1
1.548007785E1,3.954000092E1,-1.535999966E1,3.336000061E1,5.396508967E1
1.548807346E1,3.941999817E1,-1.535999966E1,3.318000031E1,5.376595824E1
1.549591648E1,3.971999741E1,-1.523999977E1,3.336000061E1,5.406316147E1
1.550382053E1,4.031999969E1,-1.529999924E1,3.354000092E1,5.463262774E1
1.551181614E1,3.995999908E1,-1.577999973E1,3.371999741E1,5.461545700E1
1.551975071E1,3.995999908E1,-1.577999973E1,3.371999741E1,5.461545700E1
1.552768528E1,4.007999802E1,-1.565999985E1,3.354000092E1,5.455798290E1
1.553552829E1,3.947999954E1,-1.596000004E1,3.329999924E1,5.405813458E1
1.554346286E1,3.954000092E1,-1.583999920E1,3.329999924E1,5.406669211E1
1.555142795E1,3.959999847E1,-1.583999920E1,3.336000061E1,5.414753083E1
1.555939304E1,3.959999847E1,-1.607999992E1,3.323999786E1,5.414447095E1
1.556738864E1,3.959999847E1,-1.596000004E1,3.311999893E1,5.403532002E1
1.557529270E1,4.013999939E1,-1.607999992E1,3.365999985E1,5.479764172E1
1.558322727E1,4.050000000E1,-1.589999962E1,3.359999847E1,5.497290137E1
1.559122287E1,4.061999893E1,-1.577999973E1,3.359999847E1,5.502683529E1
1.559912693E1,4.121999741E1,-1.542000008E1,3.371999741E1,5.544278865E1
1.560709201E1,4.097999954E1,-1.542000008E1,3.371999741E1,5.526459074E1
1.561493503E1,4.091999817E1,-1.547999954E1,3.395999908E1,5.538373564E1
1.562283908E1,4.086000061E1,-1.589999962E1,3.425999832E1,5.564258372E1
1.563083469E1,4.091999817E1,-1.619999886E1,3.438000107E1,5.584685028E1
1.563876926E1,4.061999893E1,-1.626000023E1,3.413999939E1,5.549695018E1
1.564673435E1,4.079999924E1,-1.655999947E1,3.431999969E1,5.582773414E1
1.565463840E1,4.050000000E1,-1.655999947E1,3.450000000E1,5.572013624E1
1.566254245E1,4.002000046E1,-1.668000031E1,3.450000000E1,5.540823808E1
1.567050754E1,4.007999802E1,-1.661999893E1,3.473999786E1,5.558325339E1
1.567844211E1,3.984000015E1,-1.644000053E1,3.455999756E1,5.524393778E1
1.568637668E1,3.984000015E1,-1.644000053E1,3.443999863E1,5.516894720E1
1.569428073E1,3.984000015E1,-1.655999947E1,3.438000107E1,5.516741491E1
1.570218479E1,3.984000015E1,-1.655999947E1,3.431999969E1,5.513004239E1
1.571018039E1,3.971999741E1,-1.644000053E1,3.377999878E1,5.467211473E1
1.571808444E1,4.002000046E1,-1.650000000E1,3.413999939E1,5.513066293E1
1.572604953E1,4.002000046E1,-1.650000000E1,3.438000107E1,5.527960664E1
1.573395359E1,4.002000046E1,-1.685999870E1,3.425999832E1,5.531371871E1
1.574185764E1,4.007999802E1,-1.679999924E1,3.455999756E1,5.552512626E1
1.574982273E1,3.989999771E1,-1.637999916E1,3.407999802E1,5.497054170E1
1.575775730E1,4.055999756E1,-1.596000004E1,3.395999908E1,5.525501372E1
1.576572238E1,4.061999893E1,-1.553999996E1,3.413999939E1,5.529028369E1
1.577353488E1,4.061999893E1,-1.602000046E1,3.455999756E1,5.568678622E1
1.578143894E1,4.037999725E1,-1.602000046E1,3.461999893E1,5.554933770E1
1.578943454E1,3.959999847E1,-1.607999992E1,3.438000107E1,5.485171602E1
1.579733860E1,3.936000061E1,-1.607999992E1,3.431999969E1,5.464099582E1
1.580530368E1,3.923999786E1,-1.571999931E1,3.431999969E1,5.444959311E1
1.581314670E1,3.905999756E1,-1.596000004E1,3.371999741E1,5.401336164E1
1.582108127E1,3.954000092E1,-1.644000053E1,3.389999771E1,5.461588720E1
1.582904636E1,3.947999954E1,-1.655999947E1,3.407999802E1,5.472065616E1
1.583698093E1,3.965999985E1,-1.673999977E1,3.365999985E1,5.464557411E1
1.584491550E1,4.007999802E1,-1.644000053E1,3.438000107E1,5.530519263E1
1.585281955E1,4.025999832E1,-1.583999920E1,3.420000076E1,5.514900808E1
1.586075412E1,4.055999756E1,-1.529999924E1,3.402000046E1,5.510502527E1
1.586871921E1,4.013999939E1,-1.535999966E1,3.413999939E1,5.488796497E1
1.587668430E1,4.025999832E1,-1.542000008E1,3.389999771E1,5.484390314E1
1.588467990E1,3.954000092E1,-1.565999985E1,3.413999939E1,5.453610571E1
1.589255344E1,3.923999786E1,-1.589999962E1,3.389999771E1,5.423833759E1
1.590048801E1,3.984000015E1,-1.559999943E1,3.354000092E1,5.436466919E1
1.590848362E1,3.947999954E1,-1.559999943E1,3.395999908E1,5.436278032E1
1.591638767E1,3.995999908E1,-1.523999977E1,3.384000015E1,5.453626986E1
1.592435276E1,4.055999756E1,-1.559999943E1,3.431999969E1,5.537450463E1
1.593222629E1,3.995999908E1,-1.511999989E1,3.455999756E1,5.495279205E1
1.594013034E1,4.020000076E1,-1.517999935E1,3.413999939E1,5.488180026E1
1.594809543E1,4.013999939E1,-1.529999924E1,3.384000015E1,5.468505406E1
1.595603000E1,3.984000015E1,-1.511999989E1,3.365999985E1,5.430318221E1
1.596396457E1,4.002000046E1,-1.547999954E1,3.347999954E1,5.442555642E1
1.597183811E1,3.984000015E1,-1.559999943E1,3.359999847E1,5.440170486E1
1.597974216E1,3.941999817E1,-1.565999985E1,3.402000046E1,5.437400373E1
1.598773776E1,3.941999817E1,-1.547999954E1,3.395999908E1,5.428487984E1
1.599567234E1,3.984000015E1,-1.559999943E1,3.402000046E1,5.466210777E1
1.600363742E1,4.002000046E1,-1.535999966E1,3.384000015E1,5.461387769E1
1.601148044E1,4.043999863E1,-1.529999924E1,3.365999985E1,5.479488165E1
1.601938449E1,4.050000000E1,-1.542000008E1,3.359999847E1,5.483599456E1
1.602738010E1,4.025999832E1,-1.565999985E1,3.365999985E1,5.476402697E1
1.603528415E1,4.020000076E1,-1.559999943E1,3.389999771E1,5.485079661E1
1.604321872E1,4.013999939E1,-1.559999943E1,3.359999847E1,5.462178531E1
1.605109226E1,3.977999878E1,-1.577999973E1,3.389999771E1,5.459548094E1
1.605899631E1,3.977999878E1,-1.596000004E1,3.420000076E1,5.483438662E1
1.606699192E1,3.977999878E1,-1.607999992E1,3.402000046E1,5.475742079E1
1.607492649E1,3.971999741E1,-1.613999939E1,3.407999802E1,5.476882360E1
1.608289157E1,3.995999908E1,-1.626000023E1,3.413999939E1,5.501571314E1
1.609070407E1,4.002000046E1,-1.583999920E1,3.384000015E1,5.475081389E1
1.609860813E1,4.025999832E1,-1.565999985E1,3.395999908E1,5.494892718E1
1.610660373E1,4.061999893E1,-1.553999996E1,3.438000107E1,5.543879856E1
1.611450778E1,4.013999939E1,-1.511999989E1,3.431999969E1,5.493356284E1
1.612244236E1,3.989999771E1,-1.535999966E1,3.420000076E1,5.475015488E1
1.613031589E1,3.941999817E1,-1.596000004E1,3.443999863E1,5.472450422E1
